category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Legalidad', 'Constitucionalidad']","['Stitu', 'Derecho', 'Cion', 'Tribunal', 'Erech']",Legalidad y constitucionalidad,Andrés Ollero Tassara,1,2018,00263,00282,abrir_pdf.php?id=ANU-M-2018-10026300282,ANU-M-2018-10026300282
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Legado', 'Karl-Otto Apel']","['Apel', 'Ética', 'Arl-O', 'Racionalidad', 'Vida']",El legado filosófico de Karl-Otto Apel,Adela Cortina Orts,1,2018,00283,00296,abrir_pdf.php?id=ANU-M-2018-10028300296,ANU-M-2018-10028300296
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Teoría', 'Decisiones']","['Eoría', 'Jurídico', 'Erech', 'Jurídicas', 'Jurídica']",Teoría comunicacional de las decisiones jurídicas,Gregorio Robles Morchón,1,2018,00297,00316,abrir_pdf.php?id=ANU-M-2018-10029700316,ANU-M-2018-10029700316
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']",['Ética'],"['Sociedad', 'Hechos', 'Valores', 'Sentido']",Más sobre la ética civil,Diego Gracia Guillén,1,2018,00317,00336,abrir_pdf.php?id=ANU-M-2018-10031700336,ANU-M-2018-10031700336
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Consideraciones', 'Problema']","['Años', 'Vida', 'Profesional', 'Social', 'Tareas']",Algunas consideraciones utópicas sobre el problema educativo,Juan Arana Cañedo-Argüelles,1,2018,00337,00349,abrir_pdf.php?id=ANU-M-2018-10033700349,ANU-M-2018-10033700349
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Relieve', 'Identidad', 'Ensayo', 'Derecho']","['Religiosa', 'Religión', 'Libertad', 'Identidad']",El relieve constitucional de la identidad religiosa (Un ensayo de derecho constitucional comparado),Miguel Herrero y Rodríguez de Miñón,1,2018,00353,00384,abrir_pdf.php?id=ANU-M-2018-10035300384,ANU-M-2018-10035300384
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Episcopado', 'Doctrina', 'Nacionalismo']","['Iglesia', 'Política', 'Papa', 'Derecho']",El episcopado español y su doctrina sobre el nacionalismo,Antonio María Rouco Varela,1,2018,00385,00410,abrir_pdf.php?id=ANU-M-2018-10038500410,ANU-M-2018-10038500410
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Técnica', 'Normativa']","['Normas', 'Jurídico', 'Ordenamiento', 'Disposiciones', 'Normativa']",Técnica -y estética- normativa,Landelino Lavilla Alsina,1,2018,00411,00424,abrir_pdf.php?id=ANU-M-2018-10041100424,ANU-M-2018-10041100424
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Ética', 'Formación', 'Valores', 'Convulsto', 'Escenario']","['Sociedad', 'Valores', 'Seguridad', 'Apoyo', 'España']","La ética militar. La formación en valores en un convulsto escenario ""geopolítico""",Agustín Muñoz-Grandes Galilea,1,2018,00425,00438,abrir_pdf.php?id=ANU-M-2018-10042500438,ANU-M-2018-10042500438
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Reinvención', 'Naturaleza']","['Animales', 'Naturaleza', 'Humboldt', 'Obra', 'Años']",La reinvención de la naturaleza,Santiago Muñoz Machado,1,2018,00439,00458,abrir_pdf.php?id=ANU-M-2018-10043900458,ANU-M-2018-10043900458
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Enrique Tierno Galván', 'Singular Itinerario']","['Tierno', 'Marxismo', 'Alván', 'Ierno', 'Utopía']",Enrique Tierno Galván: Un singular itinerario intelectual-político (y II),Raúl Morodo Leoncio,1,2018,00459,00484,abrir_pdf.php?id=ANU-M-2018-10045900484,ANU-M-2018-10045900484
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Reformas', 'Vida']","['Partidos', 'Financiación', 'Corrupción', 'Comunidades', 'Administración']",Reformas para regenerar la vida pública,Rodolfo Martín Villa,1,2018,00485,00492,abrir_pdf.php?id=ANU-M-2018-10048500492,ANU-M-2018-10048500492
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Claúsula', 'Nombre', 'Identidad', 'España']","['Constitución', 'Competencias', 'España', 'Unión']",De la claúsula sin nombre a la identidad europea de España,Araceli Mangas Martín,1,2018,00493,00506,abrir_pdf.php?id=ANU-M-2018-10049300506,ANU-M-2018-10049300506
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Lengua', 'Problema', 'Democracia', 'Solución']","['Lengua', 'Lengu', 'Catalán', 'Lico', 'Públicos']","La lengua como problema, la democracia liberal como solución",Francesc de Carreras Serra,1,2018,00507,00524,abrir_pdf.php?id=ANU-M-2018-10050700524,ANU-M-2018-10050700524
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Constitución', 'Realidad', 'Reforma', 'Integración', 'Mutación', 'Texto', '1978']","['Constitución', 'Artículo', 'Constitucional', 'Realidad']","Constitución y realidad constitucional. Reforma, integración y mutación del texto de 1978",Pablo Lucas Murillo de la Cueva,1,2018,00525,00545,abrir_pdf.php?id=ANU-M-2018-10052500545,ANU-M-2018-10052500545
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Estrategia', 'Táctica', 'Separatismo']","['Comunidad', 'Política', 'Catalana', 'Separatismo', 'Gobierno']",Estrategia y táctica del separatismo catalán,Alejandro Nieto García,1,2018,00549,00566,abrir_pdf.php?id=ANU-M-2018-10054900566,ANU-M-2018-10054900566
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Creatividad', 'Educación']","['Experiencia', 'Vida', 'Reto', 'Época', 'Generaciones']",Creatividad y educación,Ricardo SanMartín Arce,1,2018,00567,00579,abrir_pdf.php?id=ANU-M-2018-10056700579,ANU-M-2018-10056700579
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Extracto Discurso Ingreso Excmo', 'Sr. D.', 'Juan Díz Nicolás', 'Globalización', 'Proceso', 'Expansión', 'Sistemas']","['Social', 'Comunidad', 'Mundo', 'Funciones', 'Recursos']","""Extracto del Discurso de Ingreso del Excmo. Sr. D."" Juan Díz Nicolás: La globalización. El proceso de expansión de los sistemas sociales",RACMYP,1,2018,00585,00587,abrir_pdf.php?id=ANU-M-2018-10058500587,ANU-M-2018-10058500587
"['Otras Actividades Académicas', 'Actos públicos']",['Homenajes'],"['Celebró', 'Real', 'Academia', 'Homenajes', 'Marzo']",Homenajes,RACMYP,1,2018,00591,00592,abrir_pdf.php?id=ANU-M-2018-10059100592,ANU-M-2018-10059100592
"['Otras Actividades Académicas', 'Actos públicos']",['Conmemoración Bicentenario Nacimiento Carlos Marx'],"['Marx', 'Sociedad', 'Historia', 'Años', 'Capitalista']",Conmemoración del Bicentenario del Nacimiento de Carlos Marx,RACMYP,1,2018,00593,00632,abrir_pdf.php?id=ANU-M-2018-10059300632,ANU-M-2018-10059300632
"['Otras Actividades Académicas', 'Actos públicos']",['Encuentro Iberoamericano'],"['Academia', 'Encuentro', 'Crisis', 'Delegaciones', 'Española']",Encuentro Iberoamericano,RACMYP,1,2018,00633,00634,abrir_pdf.php?id=ANU-M-2018-10063300634,ANU-M-2018-10063300634
"['Otras Actividades Académicas', 'Actos públicos']","['Ciclo', 'Conferencias']","['Presidente', 'Academia', 'Encuentro', 'España', 'Fundación']",Ciclo de conferencias,RACMYP,1,2018,00635,00635,abrir_pdf.php?id=ANU-M-2018-10063500635,ANU-M-2018-10063500635
"['Otras Actividades Académicas', 'Actos públicos']","['Presentaciones', 'Libros']","['Derecho', 'Racmyp', 'Constitucional', 'Universidad', 'Catedrático']",Presentaciones de libros,RACMYP,1,2018,00636,00636,abrir_pdf.php?id=ANU-M-2018-10063600636,ANU-M-2018-10063600636
"['Otras Actividades Académicas', 'Actos públicos']","['Seminario Metodología', 'Antropología']","['Académico', 'Número', 'Alfonso', 'López', 'Quintás']",Seminario sobre Metodología y Antropología dialógica ambital,RACMYP,1,2018,00637,00637,abrir_pdf.php?id=ANU-M-2018-10063700637,ANU-M-2018-10063700637
"['Otras Actividades Académicas', 'Crónica Académica']",['Académicos'],"['Academia', 'Ciencias', 'Académico', 'Mesa', 'Rechazar']",Académicos,RACMYP,1,2018,00642,00642,abrir_pdf.php?id=ANU-M-2018-10064200642,ANU-M-2018-10064200642
"['Otras Actividades Académicas', 'Crónica Académica']","['Representación', 'Honores', 'Reconocimientos']","['Academia', 'Real', 'Juan', 'Velarde', 'Fuertes']",Representación académica. Honores y reconocimientos,RACMYP,1,2018,00643,00643,abrir_pdf.php?id=ANU-M-2018-10064300643,ANU-M-2018-10064300643
"['Otras Actividades Académicas', 'Crónica Académica']",['Asuntos'],"['Academia', 'Kepler', 'Presencia', 'Conjunto', 'Real']",Asuntos especiales,RACMYP,1,2018,00644,00646,abrir_pdf.php?id=ANU-M-2018-10064400646,ANU-M-2018-10064400646
"['Otras Actividades Académicas', 'Crónica Académica']",['Biblioteca'],"['Academia', 'Publicaciones', 'Archivos', 'Marcelino', 'Oreja']",Biblioteca,RACMYP,1,2018,00647,00647,abrir_pdf.php?id=ANU-M-2018-10064700647,ANU-M-2018-10064700647
"['Otras Actividades Académicas', 'Crónica Académica']","['Disertaciones', 'Participaciones', 'Coloquios']","['Iglesias', 'Ussel', 'Gómez', 'Tamames', 'Pavón']",Disertaciones y participaciones en los coloquios,RACMYP,1,2018,00648,00648,abrir_pdf.php?id=ANU-M-2018-10064800648,ANU-M-2018-10064800648
"['Intervenciones Académicas', 'Ciencias Sociales']","['Vicisitudes', 'Ciencias Sociales', 'España']","['Asturias', 'Personas', 'Fundación', 'Instituciones', 'Premios']",Algunas vicisitudes de las Ciencias Sociales en España,Salustiano del Campo Urbano,1,2019,00005,00014,abrir_pdf.php?id=ANU-M-2019-10000500014,ANU-M-2019-10000500014
"['Intervenciones Académicas', 'Ciencias Sociales']","['Santa Marta Ribarteme', 'Vida', 'Muerte', 'Independentismo', 'Paradoja']","['Vida', 'Creencia', 'Marta', 'Humana', 'Santa']","Santa Marta de Ribarteme (a la vida por la muerte, al independentismo por la paradoja)",Carmelo Lisón Tolosana,1,2019,00015,00026,abrir_pdf.php?id=ANU-M-2019-10001500026,ANU-M-2019-10001500026
"['Intervenciones Académicas', 'Ciencias Sociales']","['Comunidad', 'Valores']","['Valores', 'Unión', 'Miembros', 'Gobierno', 'Tratado']",La UE como comunidad de valores,Marcelino Oreja Aguirre,1,2019,00027,00041,abrir_pdf.php?id=ANU-M-2019-10002700041,ANU-M-2019-10002700041
"['Intervenciones Académicas', 'Ciencias Sociales']","['Descenso', 'Natalidad', 'España']","['Años', 'España', 'Hijos', 'Natalidad', 'Mujeres']",El descenso de la natalidad en España,Julio Iglesias de Ussel,1,2019,00041,00058,abrir_pdf.php?id=ANU-M-2019-10004100058,ANU-M-2019-10004100058
"['Intervenciones Académicas', 'Ciencias Sociales']",['Democracia'],"['Democracia', 'Callejera', 'Política', 'Caso', 'Manifestaciones']",Democracia callejera,Alejandro Nieto García,1,2019,00059,00072,abrir_pdf.php?id=ANU-M-2019-10005900072,ANU-M-2019-10005900072
"['Intervenciones Académicas', 'Ciencias Sociales']",['Job A Kafka'],"['Dios', 'Kafka', 'Benjamin', 'Jung', 'Grupo']",De Job a Kafka,Ricardo SanMartín Arce,1,2019,00073,00086,abrir_pdf.php?id=ANU-M-2019-10007300086,ANU-M-2019-10007300086
"['Intervenciones Académicas', 'Ciencias Sociales']","['Sociología', 'Literatura', 'Formas', 'Conocimiento']","['Social', 'Novela', 'Sociología', 'Ciencia', 'Conocimiento']",Sociología y literatura como formas de conocimiento social,Emilio Lamo de Espinosa,1,2019,00087,00104,abrir_pdf.php?id=ANU-M-2019-10008700104,ANU-M-2019-10008700104
"['Intervenciones Académicas', 'Ciencias Sociales']",[],"['Forma', 'Derecho', 'Política']",¿Tienen futuro los Estados?,Benigno Pendás García,1,2019,00105,00120,abrir_pdf.php?id=ANU-M-2019-10010500120,ANU-M-2019-10010500120
"['Intervenciones Académicas', 'Ciencias Sociales']","['Predicción', 'Ciencias Sociales']","['Futuro', 'Sociales', 'Años', 'Mundo', 'Predicción']",La Predicción en Ciencias Sociales,Juan Díez Nicolás,1,2019,00121,00131,abrir_pdf.php?id=ANU-M-2019-10012100131,ANU-M-2019-10012100131
"['Intervenciones Académicas', 'Ciencias Económicas']","['Papel', 'Académicos', 'Real Academia', 'Modelo', 'Constitución', '1978']","['Social', 'Fernando', 'Política', 'Realidad', 'Suárez']",El papel de Académicos de esta Real Academia que condujeron al modelo socioeconómico de la Constitución de 1978,Juan Velarde Fuertes,1,2019,00135,00146,abrir_pdf.php?id=ANU-M-2019-10013500146,ANU-M-2019-10013500146
"['Intervenciones Académicas', 'Ciencias Económicas']","['Crisis', 'Protección', 'Inversores', 'Profesionales']","['Cnmv', 'Bolsa', 'Salida', 'Inversores', 'Bankia']",La crisis y la protección de los inversores no profesionales,Julio Segura Sánchez,1,2019,00147,00162,abrir_pdf.php?id=ANU-M-2019-10014700162,ANU-M-2019-10014700162
"['Intervenciones Académicas', 'Ciencias Económicas']",['Transición'],"['Países', 'Transición', 'Emisiones', 'Energética', 'Tipo']",Transición energética,Jaime Terceiro Lomba,1,2019,00163,00186,abrir_pdf.php?id=ANU-M-2019-10016300186,ANU-M-2019-10016300186
"['Intervenciones Académicas', 'Ciencias Económicas']","['Economía', 'Defensa Nacional']","['Defensa', 'Guerra', 'Economía', 'Países', 'Reparaciones']",La economía y la Defensa Nacional,José María Serrano Sanz,1,2019,00187,00198,abrir_pdf.php?id=ANU-M-2019-10018700198,ANU-M-2019-10018700198
"['Intervenciones Académicas', 'Ciencias Económicas']",['Democracia'],"['Mercado', 'Democracia', 'Público', 'Libertad', 'Igualdad']",¿Es posible una democracia liberal?,Pedro Schwartz Girón,1,2019,00199,00208,abrir_pdf.php?id=ANU-M-2019-10019900208,ANU-M-2019-10019900208
"['Intervenciones Académicas', 'Ciencias Económicas']","['Datos', 'Incertidumbre', 'Lenguaje']","['Modelo', 'Variables', 'Análisis', 'Media', 'Crecimiento']","Datos, incertidumbre y lenguaje",Alfonso Novales Cinca,1,2019,00209,00230,abrir_pdf.php?id=ANU-M-2019-10020900230,ANU-M-2019-10020900230
"['Intervenciones Académicas', 'Ciencias Económicas']","['Ciencia', 'Pensamiento', 'Incertidumbres', 'Universo']","['Tierra', 'Vida', 'Dios', 'Años', 'Materia']",Ciencia y pensamiento trascendente ante algunas incertidumbres cosmológicas en el universo antrópico,Ramón Tamames Gómez,1,2019,00231,00240,abrir_pdf.php?id=ANU-M-2019-10023100240,ANU-M-2019-10023100240
"['Intervenciones Académicas', 'Ciencias Económicas']",['Retos'],"['Información', 'Digital', 'Sociales', 'Tecnologías', 'Empresas']",Los retos de la era digital,Juan Miguel Villar Mir,1,2019,00241,00256,abrir_pdf.php?id=ANU-M-2019-10024100256,ANU-M-2019-10024100256
"['Intervenciones Académicas', 'Ciencias Económicas']","['Digitalización', 'Dinero']","['Dinero', 'Digitales', 'Monedas', 'Bitcoin', 'Digital']",La digitalización del dinero,José Manuel González-Páramo,1,2019,00257,00278,abrir_pdf.php?id=ANU-M-2019-10025700278,ANU-M-2019-10025700278
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Formación', 'Música', 'Pasión', 'San Mateo', 'Juan Sebastián Bach']","['Musical', 'Obra', 'Sonidos', 'Música', 'Mundo']","Un ejemplo señero de formación por la música: la Pasión según San Mateo, de Juan Sebastián Bach",Alfonso López Quintás,1,2019,00281,00284,abrir_pdf.php?id=ANU-M-2019-10028100284,ANU-M-2019-10028100284
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Lecturas', 'Cristianismo']","['Dios', 'Hombre', 'Cristianismo', 'Historia', 'Iglesia']",Lecturas teológicas alternativas del cristianismo,Olegario González de Cardedal,1,2019,00295,00322,abrir_pdf.php?id=ANU-M-2019-10029500322,ANU-M-2019-10029500322
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Vueltas', 'Autonomía', 'Tensiones', 'Aporías', 'Perplejidades']","['Moral', 'Libertad', 'Voluntad', 'Autonomía', 'Racional']","A vueltas con la autonomía: tensiones, aporías y perplejidades",Pedro Cerezo Galán,1,2019,00323,00346,abrir_pdf.php?id=ANU-M-2019-10032300346,ANU-M-2019-10032300346
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Implicaciones', 'Tema', 'Cambio', 'Climático']","['Cambio', 'Conductas', 'Climático', 'Vida', 'Problema']",Implicaciones psicológicas en el tema del cambio climático,Heliodoro Carpintero Capell,1,2019,00347,00368,abrir_pdf.php?id=ANU-M-2019-10034700368,ANU-M-2019-10034700368
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Control', 'Constitucionalidad', 'Tradición', 'Globalización']","['Igualdad', 'Artículo', 'Derecho', 'Tribunal', 'Principio']",Control de constitucionalidad: entre tradición y globalización,Andrés Ollero Tassara,1,2019,00369,00378,abrir_pdf.php?id=ANU-M-2019-10036900378,ANU-M-2019-10036900378
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Ética', 'Inteligencia']","['Sistemas', 'Inteligencia', 'Seres', 'Humanos', 'Datos']",Ética de la inteligencia artificial,Adela Cortina Orts,1,2019,00379,00394,abrir_pdf.php?id=ANU-M-2019-10037900394,ANU-M-2019-10037900394
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Cultura', 'Vejez']","['Vida', 'Vejez', 'Años', 'Libro', 'Demográfico']",Por una cultura de la vejez,Diego Gracia Guillén,1,2019,00395,00410,abrir_pdf.php?id=ANU-M-2019-10039500410,ANU-M-2019-10039500410
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Consideraciones', 'Problemática Relación', 'Cerebro', 'Libertad']","['Libertad', 'Ciencia', 'Necesidad', 'Azar', 'Leyes']",Algunas consideraciones sobre la problemática relación entre cerebro y libertad,Juan Arana Cañedo-Argüelles,1,2019,00411,00422,abrir_pdf.php?id=ANU-M-2019-10041100422,ANU-M-2019-10041100422
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']",['Identidad'],"['Identidad', 'Derecho', 'Constitución', 'Constitucional', 'Nacional']",El valor constitucional de identidad,Miguel Herrero y Rodríguez de Miñón,1,2019,00425,00438,abrir_pdf.php?id=ANU-M-2019-10042500438,ANU-M-2019-10042500438
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Retorno', 'Derecho', 'Propósito', 'Discurso Benedicto Xvi', 'Bundestag']","['Derecho', 'Natural', 'Hombre', 'Naturaleza']",¿Un nuevo retorno del derecho natural? A propósito del Discurso de Benedicto XVI en el Bundestag,Antonio María Rouco Varela,1,2019,00439,00454,abrir_pdf.php?id=ANU-M-2019-10043900454,ANU-M-2019-10043900454
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Comisiones', 'Investigación']","['Artículo', 'Parlamento', 'Reglamento', 'Cataluña']",Sobre las comisiones parlamentarias de investigación,Landelino Lavilla Alsina,1,2019,00455,00468,abrir_pdf.php?id=ANU-M-2019-10045500468,ANU-M-2019-10045500468
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Cervantes', 'Lenguaje']","['Quijote', 'Cervantes', 'Justicia', 'Sancho', 'Legislación']",Cervantes y el lenguaje jurídico,Santiago Muñoz Machado,1,2019,00469,00490,abrir_pdf.php?id=ANU-M-2019-10046900490,ANU-M-2019-10046900490
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Extracto Discurso Ingreso', 'Fernando Vallespín Oña', 'Política', 'Leviatan Thomas Hobbes']","['Políticas', 'Opiniones', 'Políticos', 'Convierte', 'Términos']",Extracto del Discurso de Ingreso: Fernando Vallespín Oña: Política y verdad en el Leviatan de Thomas Hobbes,Fernando Vallespín Oña,1,2019,00495,00496,abrir_pdf.php?id=ANU-M-2019-10049500496,ANU-M-2019-10049500496
"['Otras Actividades Académicas', 'Actos públicos']","['Homenajes', 'Ciclo', 'Conferencias']","['Miguel', 'Director', 'Museo', 'Massas', 'Real']",Homenajes. Ciclo de conferencias,RACMYP,1,2019,00499,00499,abrir_pdf.php?id=ANU-M-2019-10049900499,ANU-M-2019-10049900499
"['Otras Actividades Académicas', 'Actos públicos']","['Presentaciones', 'Libros']","['Miguel', 'Herrero', 'Rodríguez', 'Miñón', 'Participaron']",Presentaciones de libros,RACMYP,1,2019,00499,00500,abrir_pdf.php?id=ANU-M-2019-10049900500,ANU-M-2019-10049900500
"['Otras Actividades Académicas', 'Actos públicos']","['Seminario Metodología', 'Antropología']","['Miguel', 'Presidido', 'Herrero', 'Rodríguez', 'Miñón']",Seminario sobre Metodología y Antropología dialógica ambital,RACMYP,1,2019,00500,00500,abrir_pdf.php?id=ANU-M-2019-10050000500,ANU-M-2019-10050000500
"['Otras Actividades Académicas', 'Crónica Académica']",['Académicos'],"['Academia', 'Académico', 'Sesiones', 'Pleno', 'Académicos']",Académicos,RACMYP,1,2019,00503,00504,abrir_pdf.php?id=ANU-M-2019-10050300504,ANU-M-2019-10050300504
"['Otras Actividades Académicas', 'Crónica Académica']",['Representación Académica'],"['Academia', 'Ciencias', 'Académico', 'Miguel', 'Real']",Representación Académica,RACMYP,1,2019,00504,00505,abrir_pdf.php?id=ANU-M-2019-10050400505,ANU-M-2019-10050400505
"['Otras Actividades Académicas', 'Crónica Académica']","['Honores', 'Reconocimientos']","['Academia', 'Real', 'Universidades', 'Premio', 'España']",Honores y reconocimientos,RACMYP,1,2019,00505,00506,abrir_pdf.php?id=ANU-M-2019-10050500506,ANU-M-2019-10050500506
"['Otras Actividades Académicas', 'Crónica Académica']",['Asuntos'],"['Academia', '\x07Con', 'Ministerio', 'Biblioteca', 'Consejo']",Asuntos especiales,RACMYP,1,2019,00506,00508,abrir_pdf.php?id=ANU-M-2019-10050600508,ANU-M-2019-10050600508
"['Otras Actividades Académicas', 'Crónica Académica']",['Biblioteca'],"['Biblioteca', 'Academia', 'Octubre', 'Ussel', 'Datos']",Biblioteca,RACMYP,1,2019,00508,00509,abrir_pdf.php?id=ANU-M-2019-10050800509,ANU-M-2019-10050800509
"['Otras Actividades Académicas', 'Crónica Académica']","['Disertaciones', 'Participación', 'Coloquios']","['Tamames', 'Gómez', 'Ussel', 'Arana', 'Cañedo-Argüelles']",Disertaciones y participación en los coloquios,RACMYP,1,2019,00509,00512,abrir_pdf.php?id=ANU-M-2019-10050900512,ANU-M-2019-10050900512
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Centenario', '1919', 'Consecuencias', 'Paz']","['Alemania', 'Derecho', '1919', 'Unidos']",En el centenario de 1919 (Las consecuencias políticas de la paz),Miguel Herrero y Rodríguez de Miñón,1,2019,00013,00020,abrir_pdf.php?id=ANU-M-2019-10001300020,ANU-M-2019-10001300020
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Duro Camino', 'Legión', 'Centenario']","['Legión', 'Millán', 'España', 'Unidad']",El duro camino de la Legión hacia su centenario,Agustín Muñoz-Grandes Galilea,1,2019,00021,00050,abrir_pdf.php?id=ANU-M-2019-10002100050,ANU-M-2019-10002100050
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Sentencia', 'Procés']","['Tribunal', 'Derecho', 'Cataluña', 'Derechos']",La sentencia del “procés”,Santiago Muñoz Machado,1,2019,00051,00068,abrir_pdf.php?id=ANU-M-2019-10005100068,ANU-M-2019-10005100068
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Reformas', 'Gobierno']","['Gobierno', 'Congreso', 'Conjunto', 'Partidos']",Reformas institucionales hacia un Gobierno estable,Rodolfo Martín Villa,1,2019,00069,00078,abrir_pdf.php?id=ANU-M-2019-10006900078,ANU-M-2019-10006900078
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Acción', 'Comunidades Autónomas', 'Delegaciones']","['Exterior', 'Gobierno', 'Acción', 'Relaciones']",Acción exterior de las Comunidades Autónomas: las delegaciones catalanas,Araceli Mangas Martín,1,2019,00079,00100,abrir_pdf.php?id=ANU-M-2019-10007900100,ANU-M-2019-10007900100
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Notas', 'Génesis', 'Desarrollo']","['Cataluña', 'España', 'Político', 'Catalanes', 'Años']",El “procés” que viene de lejos. Notas sobre su génesis y desarrollo,Francesc de Carreras Serra,1,2019,00101,00120,abrir_pdf.php?id=ANU-M-2019-10010100120,ANU-M-2019-10010100120
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Garantías', 'Experiencia']","['Tribunal', 'Inmunidad', 'Parlamento', 'Artículo', 'Europeo']",Las garantías parlamentarias en la experiencia constitucional española,Pablo Lucas Murillo de la Cueva,1,2019,00121,00156,abrir_pdf.php?id=ANU-M-2019-10012100156,ANU-M-2019-10012100156
"['Intervenciones Académicas', 'Ciencias Sociales']","['Celebración', 'Recuerdo']","['Vida', 'Mundo', 'Campo', 'Humana', 'Antropología']",La celebración de un recuerdo,Carmelo Lisón Tolosana,1,2019,00157,00164,abrir_pdf.php?id=ANU-M-2019-10015700164,ANU-M-2019-10015700164
"['Intervenciones Académicas', 'Ciencias Sociales']","['Política', 'Desafíos', 'China']","['China', 'Europea', 'Unión', 'Relaciones', 'Nivel']",La política europea ante los nuevos desafíos de China,Marcelino Oreja Aguirre,1,2019,00165,00182,abrir_pdf.php?id=ANU-M-2019-10016500182,ANU-M-2019-10016500182
"['Intervenciones Académicas', 'Ciencias Sociales']",['Democrático'],"['Democracia', 'Políticos', 'Constitución', 'Régimen']",El pasado democrático español,Alejandro Nieto García,1,2019,00183,00198,abrir_pdf.php?id=ANU-M-2019-10018300198,ANU-M-2019-10018300198
"['Intervenciones Académicas', 'Ciencias Sociales']",['Acoso'],"['Acoso', 'Sexual', 'Tribunal', 'Laboral', 'Artículo']",El acoso,Fernando Suárez González,1,2019,00199,00226,abrir_pdf.php?id=ANU-M-2019-10019900226,ANU-M-2019-10019900226
"['Intervenciones Académicas', 'Ciencias Sociales']","['Crear', 'Semejanzas', 'Procesos']","['Experiencia', 'Vida', 'Atención', 'Proceso', 'Historia']","Crear, creer, curar. Semejanzas como procesos humanos",Ricardo Sanmartín Arce,1,2019,00227,00246,abrir_pdf.php?id=ANU-M-2019-10022700246,ANU-M-2019-10022700246
"['Intervenciones Académicas', 'Ciencias Sociales']","['Idea', 'Dios', 'Objeto', 'Garante', 'Ciencia', 'Secularización', 'Pseudosecularización', 'Conocimiento']","['Ciencia', 'Dios', 'Naturaleza', 'Idea', 'Hombre']",La idea de Dios como objeto y garante de la ciencia. Secularización y pseudosecularización del conocimiento,Emilio Lamo de Espinosa,1,2019,00247,00276,abrir_pdf.php?id=ANU-M-2019-10024700276,ANU-M-2019-10024700276
"['Intervenciones Académicas', 'Ciencias Sociales']","['Renacimiento', 'Luces', 'Sombras', 'Formas', 'Cultura']","['Renacimiento', 'Roma', 'Espíritu', 'Florencia', 'Historiador']","Renacimiento: luces y sombras (las formas de la cultura europea, I)",Benigno Pendás García,1,2019,00277,00302,abrir_pdf.php?id=ANU-M-2019-10027700302,ANU-M-2019-10027700302
"['Intervenciones Académicas', 'Ciencias Sociales']","['Reforma', 'España']","['Años', 'Educación', 'España', 'Sistema', 'Enseñanza']",La reforma educativa en España,Juan Díez Nicolás,1,2019,00303,00326,abrir_pdf.php?id=ANU-M-2019-10030300326,ANU-M-2019-10030300326
